loan_id,customer_id,age,gender,education,marital_status,employment_type,employment_length_months,annual_income,monthly_income,existing_emi,debt_to_income,credit_score,credit_history_length_months,delinquency_count,past_default_flag,loan_amount,loan_term_months,interest_rate,emi_amount,loan_purpose,loan_product,disbursal_date,repayment_status,first_emi_default_flag,loan_source_type,state,district,city,pincode,urban_rural_flag,branch_code,branch_region,service_area_cluster,distance_to_branch_km,area_default_rate,district_risk_score,state_risk_score,population_density_band,economic_activity_type,channel,has_mortgage,has_dependents,has_cosigner,loan_default
LN100705,C200705,64,Female,HighSchool,Single,Salaried,95,103000,8583,11534,0.204,698,197,0,0,872000,36,21.19,24650,Business,Unsecured,2024-12-06,Closed,0,New,Bihar,Gaya,Gaya,183662,Urban,SOUTH,NorthZone,15,0.5,0.195,0.648,0.407,High,Salaried,Branch,No,Yes,No,1
LN100706,C200706,37,Male,Graduate,Married,Business,48,36000,3000,807,0.601,677,62,1,0,61000,36,16.51,1718,Vehicle,Secured,2024-12-07,Active,0,New,Gujarat,Surat,Surat,314605,Urban,EAST,NorthZone,33,7.8,0.146,0.611,0.604,Low,Agri,Digital,No,Yes,No,1
LN100707,C200707,22,Male,HighSchool,Single,Farmer,106,66000,5500,4392,0.219,694,198,0,0,332000,36,13.21,9324,Business,Secured,2024-12-08,Active,0,New,Telangana,Hyderabad,Hyderabad,203374,SemiUrban,CENTRAL,CentralZone,26,0.5,0.297,0.625,0.598,Medium,Salaried,Digital,Yes,No,No,1
LN100708,C200708,21,Male,Graduate,Married,SelfEmployed,53,54000,4500,2976,0.259,633,95,1,0,450000,72,16.86,6338,Business,Secured,2024-12-09,Overdue,0,TopUp,Karnataka,Mysuru,Mysuru,723958,Urban,NORTH,CentralZone,31,12.8,0.172,0.295,0.246,High,MSME,Branch,Yes,No,No,1
LN100709,C200709,34,Male,Graduate,Married,Business,23,83000,6916,13373,0.157,781,117,3,1,674000,24,14.53,28423,Business,Secured,2024-12-10,Active,0,New,Uttar Pradesh,Varanasi,Varanasi,326832,SemiUrban,NORTH,SouthZone,10,14.1,0.088,0.513,0.737,High,Salaried,Partner,No,No,Yes,1
LN100710,C200710,23,Male,Graduate,Married,Salaried,156,147000,12250,4415,0.297,763,269,0,0,445000,48,26.41,9475,Education,Unsecured,2024-12-11,Active,1,New,Tamil Nadu,Coimbatore,Coimbatore,567197,SemiUrban,NORTH,WestZone,25,11.9,0.185,0.692,0.445,High,Salaried,Field,No,Yes,No,1
LN100711,C200711,35,Female,Other,Married,SelfEmployed,65,68000,5666,6561,0.192,643,163,3,0,496000,36,12.7,13924,Vehicle,Secured,2024-12-12,Overdue,1,New,Uttar Pradesh,Kanpur,Kanpur,432137,Urban,EAST,NorthZone,12,10.8,0.256,0.4,0.484,Medium,Salaried,Branch,Yes,No,No,1
LN100712,C200712,44,Male,Graduate,Married,Business,15,50000,4166,14167,0.188,787,65,1,0,357000,12,20.16,30250,Business,Secured,2024-12-13,Active,0,New,Madhya Pradesh,Gwalior,Gwalior,671928,Rural,NORTH,EastZone,22,14.3,0.083,0.273,0.675,High,Agri,Digital,Yes,No,No,1
LN100713,C200713,41,Male,Other,Married,Salaried,30,68000,5666,11111,0.328,783,51,1,0,560000,24,13.95,23605,Agri,Secured,2024-12-14,Active,0,New,Rajasthan,Jodhpur,Jodhpur,218494,SemiUrban,CENTRAL,SouthZone,6,11.7,0.173,0.466,0.638,Low,MSME,Field,Yes,Yes,No,1
LN100714,C200714,43,Female,PostGraduate,Married,SelfEmployed,96,20000,1666,802,0.348,779,200,0,0,101000,60,13.23,1702,Home,Unsecured,2024-12-15,Active,0,New,Gujarat,Surat,Surat,545493,SemiUrban,CENTRAL,CentralZone,2,9.5,0.102,0.641,0.394,High,Salaried,Digital,No,No,No,1
LN100715,C200715,41,Male,PostGraduate,Single,Farmer,6,52000,4333,3585,0.069,754,44,2,0,271000,36,9.98,7590,Home,Secured,2024-12-16,Active,0,New,Kerala,Thiruvananthapuram,Thiruvananthapuram,160306,Urban,EAST,NorthZone,32,13.8,0.313,0.415,0.566,Low,Salaried,Branch,Yes,Yes,No,1
LN100716,C200716,46,Male,Graduate,Divorced,Salaried,23,21000,1750,1167,0.042,571,142,0,0,147000,60,8.58,2468,Home,Unsecured,2024-12-17,Closed,0,New,Telangana,Hyderabad,Hyderabad,728985,SemiUrban,SOUTH,EastZone,27,6.5,0.261,0.95,0.509,High,Salaried,Partner,No,Yes,No,1
LN100717,C200717,35,Male,Graduate,Married,Salaried,41,112000,9333,7548,0.029,808,82,2,0,951000,60,20.87,16126,Agri,Secured,2024-12-18,Active,0,TopUp,Bihar,Gaya,Gaya,160976,Rural,EAST,EastZone,3,17.8,0.265,0.783,0.514,Low,Agri,Field,No,No,No,1
LN100718,C200718,39,Male,PostGraduate,Married,Business,39,104000,8666,3024,0.379,546,98,1,1,381000,60,15.45,6432,Business,Secured,2024-12-19,Active,1,New,Maharashtra,Nashik,Nashik,130139,Urban,NORTH,CentralZone,22,21.1,0.214,0.627,0.413,High,Salaried,Digital,No,Yes,No,1
LN100719,C200719,52,Female,Other,Single,Business,72,92000,7666,15291,0.25,633,163,2,0,578000,18,9.62,32369,Agri,Secured,2024-12-20,Active,0,New,Tamil Nadu,Madurai,Madurai,744223,Urban,EAST,NorthZone,22,6.2,0.173,0.432,0.47,Medium,Mixed,Branch,No,No,No,1
LN100720,C200720,47,Male,Graduate,Single,Farmer,161,42000,3500,6878,0.34,782,200,2,0,260000,18,14.07,14614,Education,Secured,2024-12-21,Active,0,New,Bihar,Bhagalpur,Bhagalpur,650665,Urban,CENTRAL,SouthZone,39,12.1,0.35,0.539,0.566,Medium,MSME,Branch,Yes,No,No,1
LN100721,C200721,24,Male,HighSchool,Married,SelfEmployed,27,32000,2666,3175,0.128,768,128,1,1,240000,36,15.93,6755,Education,Unsecured,2024-12-22,Active,0,Repeat,Karnataka,Mysuru,Mysuru,548051,SemiUrban,EAST,NorthZone,17,15.0,0.197,0.423,0.178,High,Salaried,Digital,No,Yes,Yes,1
LN100722,C200722,29,Male,PostGraduate,Married,Business,165,111000,9250,8876,0.134,696,247,0,0,671000,36,17.11,18905,Personal,Unsecured,2024-12-23,Active,0,New,Maharashtra,Mumbai,Mumbai,757003,Urban,EAST,SouthZone,22,7.9,0.177,0.533,0.48,Medium,Mixed,Partner,No,Yes,No,1
LN100723,C200723,24,Male,Graduate,Married,Business,78,264000,22000,32884,0.441,660,122,1,0,1243000,18,12.29,69763,Home,Secured,2024-12-24,Active,0,Repeat,Tamil Nadu,Coimbatore,Coimbatore,562114,SemiUrban,SOUTH,NorthZone,39,21.8,0.223,0.455,0.251,Medium,Salaried,Digital,Yes,No,Yes,1
LN100724,C200724,36,Female,HighSchool,Married,Salaried,42,94000,7833,4577,0.622,801,136,1,1,346000,36,10.74,9697,Vehicle,Secured,2024-12-25,Closed,0,New,Uttar Pradesh,Varanasi,Varanasi,497277,Urban,CENTRAL,SouthZone,19,10.8,0.069,0.673,0.191,High,Mixed,Branch,Yes,No,No,1
LN100725,C200725,21,Male,PostGraduate,Married,Business,50,153000,12750,25139,0.159,780,131,0,0,1267000,24,8.78,53178,Education,Secured,2024-12-26,Active,0,New,Telangana,Hyderabad,Hyderabad,797519,Rural,WEST,SouthZone,1,12.1,0.09,0.624,0.433,High,MSME,Branch,No,Yes,No,1
LN100726,C200726,44,Male,Graduate,Married,Salaried,42,74000,6166,5655,0.155,688,139,3,0,285000,24,17.18,12045,Vehicle,Unsecured,2024-12-27,Active,0,New,Maharashtra,Pune,Pune,478714,Urban,WEST,CentralZone,22,9.2,0.262,0.689,0.176,Medium,Salaried,Digital,Yes,No,No,0
LN100727,C200727,28,Male,Graduate,Married,Salaried,22,56000,4666,3651,0.136,507,132,3,0,184000,24,13.27,7751,Vehicle,Unsecured,2024-12-28,Active,0,Repeat,Tamil Nadu,Chennai,Chennai,244344,Urban,CENTRAL,SouthZone,8,21.7,0.134,0.588,0.458,Low,Agri,Branch,Yes,No,No,1
LN100728,C200728,21,Male,Other,Divorced,Salaried,12,169000,14083,23631,0.167,645,98,0,1,1191000,24,9.11,50002,Home,Secured,2024-12-29,Active,1,Repeat,Karnataka,Bengaluru,Bengaluru,344664,SemiUrban,WEST,CentralZone,32,21.9,0.146,0.278,0.512,High,Agri,Digital,No,Yes,No,1
LN100729,C200729,62,Male,Graduate,Single,Salaried,129,64000,5333,2532,0.15,706,234,2,1,319000,60,10.71,5364,Home,Unsecured,2024-12-30,Active,0,New,Maharashtra,Nagpur,Nagpur,448486,Urban,NORTH,NorthZone,15,6.3,0.201,0.807,0.091,Low,Salaried,Field,Yes,Yes,Yes,1
LN100730,C200730,30,Male,Graduate,Divorced,Salaried,7,114000,9500,4193,0.507,857,57,1,0,317000,36,13.46,8904,Vehicle,Secured,2024-12-31,Active,0,Repeat,Maharashtra,Pune,Pune,142849,Urban,WEST,WestZone,35,11.2,0.141,0.364,0.489,Low,Salaried,Field,No,Yes,No,1
LN100731,C200731,21,Male,Graduate,Married,Salaried,59,61000,5083,2431,0.385,796,122,0,0,245000,48,21.79,5197,Personal,Secured,2025-01-01,Closed,0,New,Telangana,Warangal,Warangal,462243,Urban,NORTH,EastZone,17,12.7,0.208,0.182,0.452,Medium,Salaried,Partner,Yes,Yes,No,1
LN100732,C200732,32,Female,Graduate,Married,Salaried,108,56000,4666,3254,0.056,653,143,4,1,164000,24,14.12,6914,Home,Unsecured,2025-01-02,Active,0,TopUp,Uttar Pradesh,Kanpur,Kanpur,439157,SemiUrban,CENTRAL,CentralZone,9,0.7,0.135,0.299,0.299,Medium,Salaried,Digital,Yes,Yes,No,1
LN100733,C200733,55,Female,PostGraduate,Single,Salaried,14,59000,4916,1736,0.27,771,93,0,1,175000,48,17.69,3700,Vehicle,Secured,2025-01-03,Active,0,New,Madhya Pradesh,Bhopal,Bhopal,326189,Rural,WEST,SouthZone,39,0.5,0.216,0.469,0.631,Medium,Salaried,Partner,Yes,Yes,No,1
LN100734,C200734,21,Female,Graduate,Married,Salaried,21,83000,6916,3353,0.376,772,39,1,0,169000,24,14.22,7125,Home,Secured,2025-01-04,Active,0,New,Gujarat,Vadodara,Vadodara,747792,Rural,WEST,EastZone,17,2.2,0.225,0.931,0.382,Medium,MSME,Digital,Yes,Yes,No,1
LN100735,C200735,49,Female,HighSchool,Divorced,Business,13,53000,4416,3165,0.269,674,41,1,0,319000,48,13.76,6722,Education,Secured,2025-01-05,Active,0,New,Telangana,Warangal,Warangal,247123,Urban,NORTH,EastZone,19,10.0,0.18,0.384,0.233,Medium,Salaried,Field,No,Yes,No,1
LN100736,C200736,21,Male,HighSchool,Divorced,Farmer,52,207000,17250,8413,0.15,830,145,1,0,848000,48,22.72,18001,Business,Secured,2025-01-06,WrittenOff,0,New,Rajasthan,Jaipur,Jaipur,677646,Urban,NORTH,NorthZone,39,15.3,0.237,0.435,0.486,High,Mixed,Digital,No,No,No,0
LN100737,C200737,43,Female,Graduate,Married,Business,27,78000,6500,1478,0.213,623,60,0,0,149000,48,21.39,3159,Personal,Unsecured,2025-01-07,WrittenOff,0,New,Telangana,Warangal,Warangal,480470,SemiUrban,EAST,CentralZone,32,5.3,0.088,0.481,0.313,High,Agri,Partner,No,No,No,1
LN100738,C200738,26,Male,Graduate,Single,Salaried,46,60000,5000,2881,0.265,738,94,1,0,363000,60,10.18,6101,Personal,Secured,2025-01-08,Active,0,Repeat,Rajasthan,Jodhpur,Jodhpur,286008,SemiUrban,SOUTH,CentralZone,36,17.0,0.076,0.576,0.604,Medium,MSME,Branch,No,Yes,No,1
LN100739,C200739,38,Female,Graduate,Married,Business,121,46000,3833,2183,0.237,650,220,1,0,165000,36,21.5,4665,Vehicle,Secured,2025-01-09,Active,0,New,Rajasthan,Udaipur,Udaipur,150715,Urban,WEST,CentralZone,7,12.0,0.126,0.457,0.519,Medium,MSME,Field,No,Yes,No,1
LN100740,C200740,32,Male,Graduate,Married,Salaried,50,91000,7583,3175,0.369,617,92,1,0,240000,36,18.06,6767,Home,Secured,2025-01-10,Active,0,New,Madhya Pradesh,Indore,Indore,413418,Urban,SOUTH,EastZone,13,6.3,0.02,0.579,0.316,Low,Mixed,Branch,Yes,No,No,1
LN100741,C200741,41,Male,HighSchool,Single,Salaried,69,19000,1583,1548,0.419,595,78,1,1,156000,48,14.22,3289,Home,Unsecured,2025-01-11,Active,0,New,Gujarat,Surat,Surat,627937,Urban,SOUTH,CentralZone,27,20.5,0.197,0.365,0.505,Medium,Mixed,Branch,Yes,Yes,No,1
LN100742,C200742,44,Male,Graduate,Married,SelfEmployed,28,60000,5000,1200,0.098,715,116,0,0,121000,48,12.75,2548,Agri,Secured,2025-01-12,Closed,0,New,Tamil Nadu,Chennai,Chennai,607489,SemiUrban,WEST,SouthZone,3,5.5,0.24,0.104,0.607,Low,Salaried,Digital,No,Yes,No,0
LN100743,C200743,44,Female,Other,Married,SelfEmployed,70,102000,8500,4256,0.363,736,78,1,0,429000,48,12.82,9033,Business,Unsecured,2025-01-13,Active,0,New,Madhya Pradesh,Gwalior,Gwalior,484171,Urban,NORTH,SouthZone,12,16.3,0.124,0.432,0.397,Medium,Salaried,Branch,No,No,No,1
LN100744,C200744,30,Male,HighSchool,Married,Business,88,35000,2916,8056,0.035,789,98,0,0,203000,12,10.8,17069,Home,Secured,2025-01-14,Active,0,New,Karnataka,Bengaluru,Bengaluru,755421,Rural,EAST,WestZone,9,7.5,0.21,0.198,0.484,Medium,MSME,Digital,No,No,No,1
LN100745,C200745,41,Other,Graduate,Single,SelfEmployed,88,82000,6833,5500,0.517,681,118,0,0,693000,60,13.63,11681,Home,Secured,2025-01-15,Closed,0,TopUp,Kerala,Kochi,Kochi,472771,Urban,CENTRAL,WestZone,10,12.2,0.157,0.477,0.437,High,Salaried,Digital,No,Yes,No,1
LN100746,C200746,48,Female,Graduate,Single,Salaried,9,87000,7250,1796,0.166,712,32,0,1,181000,48,16.58,3823,Education,Secured,2025-01-16,Active,0,New,Rajasthan,Jaipur,Jaipur,545927,Urban,WEST,EastZone,23,14.2,0.202,0.383,0.555,Low,Mixed,Branch,No,No,Yes,1
LN100747,C200747,35,Male,PostGraduate,Married,Farmer,47,57000,4750,3627,0.363,780,120,1,0,457000,60,15.94,7718,Home,Secured,2025-01-17,Active,0,New,Madhya Pradesh,Bhopal,Bhopal,760183,Urban,WEST,NorthZone,9,0.8,0.193,0.406,0.52,Medium,MSME,Digital,Yes,Yes,No,1
LN100748,C200748,40,Male,HighSchool,Married,SelfEmployed,25,72000,6000,4381,0.365,720,32,0,1,552000,60,7.86,9260,Personal,Unsecured,2025-01-18,Active,0,New,Kerala,Thiruvananthapuram,Thiruvananthapuram,722213,Urban,CENTRAL,WestZone,21,18.5,0.193,0.376,0.747,Medium,Salaried,Partner,No,No,No,1
LN100749,C200749,26,Female,Other,Divorced,Business,28,63000,5250,17381,0.027,651,78,1,0,438000,12,17.1,37020,Education,Unsecured,2025-01-19,Active,0,New,Uttar Pradesh,Varanasi,Varanasi,788159,Urban,SOUTH,SouthZone,6,15.8,0.142,0.69,0.554,Low,MSME,Field,Yes,Yes,No,1
LN100750,C200750,41,Male,Graduate,Single,Business,19,40000,3333,1766,0.203,651,123,0,1,89000,24,11.17,3743,Business,Unsecured,2025-01-20,Active,0,New,Maharashtra,Nagpur,Nagpur,368472,Urban,EAST,EastZone,19,0.5,0.182,0.726,0.362,Medium,Salaried,Branch,No,No,No,1
LN100751,C200751,31,Male,PostGraduate,Married,Salaried,61,169000,14083,11865,0.157,808,148,1,0,598000,24,18.24,25295,Education,Secured,2025-01-21,Active,0,New,Bihar,Bhagalpur,Bhagalpur,111122,Urban,SOUTH,NorthZone,24,3.4,0.205,0.431,0.232,Low,Agri,Digital,No,Yes,Yes,1
LN100752,C200752,36,Male,HighSchool,Married,Salaried,124,84000,7000,2262,0.158,786,135,0,0,285000,60,6.0,4774,Vehicle,Unsecured,2025-01-22,Active,0,New,Uttar Pradesh,Lucknow,Lucknow,262937,Urban,CENTRAL,WestZone,25,13.7,0.121,0.287,0.386,High,MSME,Branch,No,No,No,0
LN100753,C200753,38,Female,PostGraduate,Married,Salaried,126,62000,5166,12897,0.225,759,141,1,0,325000,12,8.5,27275,Education,Secured,2025-01-23,Active,0,New,Gujarat,Ahmedabad,Ahmedabad,433564,Urban,CENTRAL,CentralZone,24,12.3,0.31,0.163,0.228,Low,Salaried,Digital,No,No,Yes,0
LN100754,C200754,40,Male,PostGraduate,Single,Salaried,45,65000,5416,2011,0.473,811,55,1,0,152000,36,17.14,4283,Business,Secured,2025-01-24,Active,0,Repeat,Maharashtra,Nashik,Nashik,656506,Rural,EAST,CentralZone,20,7.0,0.259,0.718,0.264,Medium,Agri,Digital,Yes,No,No,0
LN100755,C200755,33,Male,Graduate,Married,Salaried,51,108000,9000,6183,0.176,757,79,2,1,779000,60,22.42,13226,Vehicle,Unsecured,2025-01-25,Overdue,1,Repeat,Tamil Nadu,Coimbatore,Coimbatore,467010,SemiUrban,CENTRAL,WestZone,3,2.0,0.293,0.564,0.591,High,MSME,Partner,Yes,Yes,No,1
LN100756,C200756,56,Female,Graduate,Single,Salaried,13,25000,2083,1558,0.037,900,73,1,0,157000,48,15.16,3312,Education,Unsecured,2025-01-26,Overdue,0,New,Uttar Pradesh,Varanasi,Varanasi,134958,SemiUrban,CENTRAL,CentralZone,17,23.7,0.132,0.38,0.455,High,Agri,Field,No,Yes,No,1
LN100757,C200757,27,Female,Graduate,Married,Farmer,148,60000,5000,5979,0.147,575,211,0,0,452000,36,8.32,12643,Personal,Unsecured,2025-01-27,WrittenOff,1,New,Madhya Pradesh,Gwalior,Gwalior,742210,Urban,EAST,SouthZone,35,0.5,0.195,0.681,0.482,Low,MSME,Field,No,No,Yes,1
LN100758,C200758,21,Female,HighSchool,Married,Farmer,34,33000,2750,1336,0.205,717,62,1,0,101000,36,22.17,2857,Home,Unsecured,2025-01-28,Closed,0,New,Kerala,Thiruvananthapuram,Thiruvananthapuram,343972,Urban,WEST,SouthZone,28,0.9,0.289,0.581,0.443,Low,Agri,Digital,No,Yes,No,1
LN100759,C200759,24,Male,PostGraduate,Married,Business,107,100000,8333,5794,0.482,660,137,2,0,584000,48,15.88,12328,Education,Unsecured,2025-01-29,Closed,0,New,Tamil Nadu,Chennai,Chennai,231304,Urban,SOUTH,NorthZone,23,19.9,0.21,0.95,0.675,Medium,MSME,Digital,No,Yes,No,1
LN100760,C200760,27,Female,HighSchool,Married,Salaried,51,100000,8333,7401,0.647,706,128,0,0,746000,48,17.06,15763,Vehicle,Unsecured,2025-01-30,WrittenOff,0,New,Maharashtra,Nashik,Nashik,301507,SemiUrban,WEST,SouthZone,14,15.7,0.259,0.562,0.347,High,Salaried,Partner,No,Yes,Yes,1
LN100761,C200761,38,Male,HighSchool,Married,Salaried,15,56000,4666,688,0.283,615,33,1,0,104000,72,16.53,1464,Business,Unsecured,2025-01-31,Active,0,TopUp,Gujarat,Ahmedabad,Ahmedabad,499074,Urban,WEST,EastZone,3,11.0,0.167,0.419,0.34,Low,MSME,Branch,Yes,No,No,1
LN100762,C200762,58,Male,Graduate,Single,Business,14,86000,7166,18254,0.115,584,70,2,0,460000,12,15.9,38841,Home,Unsecured,2025-02-01,Active,0,New,Karnataka,Mysuru,Mysuru,437617,Urban,SOUTH,NorthZone,26,14.2,0.231,0.396,0.341,High,Mixed,Branch,No,No,No,1
LN100763,C200763,42,Female,HighSchool,Married,Salaried,60,83000,6916,10853,0.369,679,179,1,0,547000,24,20.14,23174,Business,Secured,2025-02-02,Active,0,New,Tamil Nadu,Coimbatore,Coimbatore,348752,SemiUrban,WEST,EastZone,36,0.5,0.226,0.371,0.447,Medium,Mixed,Branch,Yes,Yes,No,1
LN100764,C200764,35,Female,Other,Married,Business,45,164000,13666,5341,0.134,783,163,1,0,673000,60,19.73,11401,Home,Unsecured,2025-02-03,Active,0,New,Maharashtra,Pune,Pune,181948,Urban,EAST,WestZone,37,3.5,0.331,0.368,0.436,High,Salaried,Branch,Yes,No,No,1
LN100765,C200765,30,Male,PostGraduate,Married,Farmer,19,90000,7500,2368,0.299,697,136,2,1,358000,72,17.4,5044,Home,Secured,2025-02-04,Active,0,New,Uttar Pradesh,Varanasi,Varanasi,436942,Urban,SOUTH,NorthZone,23,4.6,0.195,0.412,0.621,High,Salaried,Digital,Yes,No,No,1
LN100766,C200766,51,Male,Graduate,Married,Salaried,94,36000,3000,2460,0.41,797,208,0,1,62000,12,10.03,5210,Business,Unsecured,2025-02-05,Active,0,New,Tamil Nadu,Coimbatore,Coimbatore,697334,Urban,NORTH,SouthZone,17,10.9,0.297,0.693,0.093,High,MSME,Branch,No,Yes,No,1
LN100767,C200767,26,Female,PostGraduate,Single,Business,74,44000,3666,2870,0.125,666,84,1,0,217000,36,20.53,6131,Business,Unsecured,2025-02-06,Active,0,New,Telangana,Hyderabad,Hyderabad,706404,SemiUrban,WEST,NorthZone,23,12.9,0.275,0.779,0.766,Medium,Salaried,Partner,No,No,No,1
LN100768,C200768,21,Other,PostGraduate,Married,Salaried,23,71000,5916,3998,0.582,641,83,0,0,403000,48,16.92,8514,Personal,Secured,2025-02-07,Active,0,New,Gujarat,Ahmedabad,Ahmedabad,236792,SemiUrban,CENTRAL,NorthZone,28,22.9,0.094,0.461,0.467,Low,Mixed,Digital,No,Yes,No,1
LN100769,C200769,28,Male,Graduate,Single,Business,87,22000,1833,1167,0.323,690,118,0,0,147000,60,20.83,2493,Education,Secured,2025-02-08,Active,0,New,Telangana,Hyderabad,Hyderabad,166401,Urban,SOUTH,CentralZone,17,7.7,0.282,0.484,0.602,Medium,MSME,Field,No,No,No,1
LN100770,C200770,32,Female,PostGraduate,Married,Salaried,23,125000,10416,6958,0.37,730,88,0,0,263000,18,10.78,14742,Education,Secured,2025-02-09,Active,0,New,Maharashtra,Pune,Pune,545761,Urban,NORTH,EastZone,29,19.4,0.098,0.392,0.458,Low,Agri,Field,No,No,No,1
LN100771,C200771,44,Female,HighSchool,Married,Salaried,50,81000,6750,7103,0.478,835,68,0,0,358000,24,11.85,15064,Business,Unsecured,2025-02-10,Active,0,TopUp,Telangana,Hyderabad,Hyderabad,490345,SemiUrban,CENTRAL,NorthZone,12,16.8,0.074,0.703,0.454,Low,Salaried,Partner,Yes,No,Yes,1
LN100772,C200772,47,Male,Graduate,Married,Business,26,27000,2250,1177,0.33,774,113,3,1,89000,36,19.54,2512,Vehicle,Secured,2025-02-11,Closed,0,New,Maharashtra,Mumbai,Mumbai,174214,Urban,NORTH,CentralZone,15,19.7,0.17,0.543,0.329,High,MSME,Field,Yes,Yes,No,1
LN100773,C200773,44,Female,Graduate,Married,Business,73,65000,5416,2540,0.239,794,153,1,0,192000,36,13.1,5392,Home,Secured,2025-02-12,Overdue,1,New,Rajasthan,Jaipur,Jaipur,490395,SemiUrban,WEST,CentralZone,19,9.2,0.171,0.393,0.512,High,Salaried,Branch,No,Yes,No,1
LN100774,C200774,21,Male,PostGraduate,Married,SelfEmployed,42,280000,23333,17877,0.256,658,122,1,0,901000,24,11.83,37912,Home,Unsecured,2025-02-13,Overdue,0,New,Tamil Nadu,Chennai,Chennai,142661,SemiUrban,CENTRAL,NorthZone,23,13.4,0.172,0.719,0.05,Low,Agri,Branch,No,No,Yes,0
LN100775,C200775,38,Male,HighSchool,Married,Salaried,26,50000,4166,1994,0.478,614,111,1,0,201000,48,15.87,4243,Home,Unsecured,2025-02-14,Active,0,Repeat,Maharashtra,Nashik,Nashik,525236,Urban,WEST,EastZone,28,9.1,0.187,0.517,0.719,High,Salaried,Partner,No,Yes,Yes,1
LN100776,C200776,38,Male,Graduate,Single,SelfEmployed,81,30000,2500,1579,0.163,632,94,0,0,199000,60,13.86,3355,Vehicle,Secured,2025-02-15,Active,0,New,Karnataka,Mysuru,Mysuru,176641,Urban,CENTRAL,NorthZone,27,15.8,0.133,0.36,0.58,High,Mixed,Digital,Yes,Yes,No,1
LN100777,C200777,42,Female,Graduate,Married,Business,53,49000,4083,2212,0.579,723,106,1,1,223000,48,15.56,4706,Agri,Unsecured,2025-02-16,WrittenOff,0,Repeat,Tamil Nadu,Madurai,Madurai,184336,SemiUrban,SOUTH,NorthZone,30,0.5,0.162,0.55,0.413,High,Salaried,Branch,Yes,No,No,1
LN100778,C200778,21,Male,Graduate,Single,Unemployed,117,26000,2166,661,0.407,647,157,2,0,50000,36,14.48,1406,Personal,Secured,2025-02-17,Active,0,New,Tamil Nadu,Madurai,Madurai,795886,Urban,EAST,WestZone,20,4.5,0.147,0.329,0.246,High,Salaried,Digital,No,No,No,1
LN100779,C200779,33,Male,PostGraduate,Single,Farmer,80,77000,6416,4008,0.186,885,129,1,0,303000,36,9.43,8483,Agri,Secured,2025-02-18,Active,1,New,Uttar Pradesh,Kanpur,Kanpur,342226,Urban,EAST,EastZone,13,4.8,0.171,0.411,0.279,Low,Salaried,Partner,No,No,No,1
LN100780,C200780,33,Male,Graduate,Married,Business,79,37000,3083,667,0.271,745,141,0,1,84000,60,15.91,1419,Agri,Secured,2025-02-19,Active,1,New,Uttar Pradesh,Kanpur,Kanpur,540568,SemiUrban,NORTH,SouthZone,19,24.1,0.091,0.139,0.443,Medium,MSME,Partner,No,Yes,No,1
LN100781,C200781,48,Female,HighSchool,Married,Business,48,95000,7916,2246,0.132,588,113,1,0,283000,60,10.91,4760,Vehicle,Secured,2025-02-20,Active,0,Repeat,Madhya Pradesh,Gwalior,Gwalior,539517,Urban,CENTRAL,CentralZone,12,0.5,0.18,0.149,0.536,Low,Salaried,Branch,No,No,No,1
LN100782,C200782,38,Female,HighSchool,Single,SelfEmployed,18,76000,6333,1815,0.155,697,45,2,1,183000,48,19.96,3876,Home,Secured,2025-02-21,Overdue,0,New,Karnataka,Hubballi,Hubballi,441500,Urban,WEST,CentralZone,6,5.1,0.213,0.485,0.5,High,Mixed,Partner,No,Yes,No,1
LN100783,C200783,30,Male,Graduate,Single,Salaried,10,46000,3833,10106,0.515,710,41,0,0,382000,18,7.58,21356,Education,Unsecured,2025-02-22,Active,1,Repeat,Gujarat,Vadodara,Vadodara,233056,Urban,SOUTH,EastZone,11,11.0,0.29,0.558,0.451,Medium,Salaried,Digital,No,No,No,1
LN100784,C200784,21,Male,Graduate,Single,Salaried,85,29000,2416,2937,0.194,628,153,1,0,222000,36,17.14,6255,Personal,Secured,2025-02-23,WrittenOff,0,Repeat,Karnataka,Hubballi,Hubballi,399639,SemiUrban,SOUTH,EastZone,23,0.5,0.185,0.677,0.526,Low,Mixed,Digital,Yes,No,Yes,1
LN100785,C200785,23,Male,HighSchool,Married,Business,29,78000,6500,4544,0.284,774,136,0,1,458000,48,12.49,9641,Education,Secured,2025-02-24,WrittenOff,0,New,Kerala,Kochi,Kochi,446649,Urban,SOUTH,SouthZone,23,13.4,0.145,0.58,0.417,Medium,Mixed,Branch,Yes,Yes,Yes,1
LN100786,C200786,44,Male,Graduate,Married,Business,67,69000,5750,4464,0.051,716,79,0,0,225000,24,15.58,9497,Education,Unsecured,2025-02-25,Active,0,Repeat,Uttar Pradesh,Kanpur,Kanpur,414448,Rural,EAST,NorthZone,18,10.0,0.164,0.565,0.461,Medium,MSME,Partner,No,Yes,No,1
LN100787,C200787,21,Female,Graduate,Married,SelfEmployed,69,28000,2333,3016,0.228,775,135,1,0,76000,12,10.33,6388,Home,Unsecured,2025-02-26,Active,0,New,Rajasthan,Jaipur,Jaipur,369204,SemiUrban,WEST,NorthZone,35,15.0,0.38,0.314,0.459,Medium,Mixed,Digital,Yes,No,No,1
